id;hospital;endereco;latitude;longitude;geocode_status;geocode_provider;geocode_accuracy;geocode_error_message;status_code;observacao;place_id;osm_type;osm_id;display_name;importance;feature_class;feature_type;address_city;address_state;address_country;query_used;api_response
36;HOSPITAL MUNICIPAL DR BENEDITO MONTENEGRO;RUA ANTONIO LAZARO, 226 - JARDIM IVA, SAO PAULO, SP;-23.5875541;-46.5145716;ok;nominatim;low;;200;;8859021;node;8553785959;226, Rua Antônio Lázaro, Vila Bancária, Sapopemba, São Paulo, Região Sudeste, 03921-080, Brasil;7.861829556720863e-05;;house;São Paulo;São Paulo;Brasil;RUA ANTONIO LAZARO, 226 - JARDIM IVA, SAO PAULO, SP, São Paulo, SP, Brasil;"{""place_id"": 8859021, ""licence"": ""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"", ""osm_type"": ""node"", ""osm_id"": 8553785959, ""lat"": ""-23.5875541"", ""lon"": ""-46.5145716"", ""category"": ""place"", ""type"": ""house"", ""place_rank"": 30, ""importance"": 7.861829556720863e-05, ""addresstype"": ""place"", ""name"": """", ""display_name"": ""226, Rua Antônio Lázaro, Vila Bancária, Sapopemba, São Paulo, Região Sudeste, 03921-080, Brasil"", ""address"": {""house_number"": ""226"", ""road"": ""Rua Antônio Lázaro"", ""suburb"": ""Vila Bancária"", ""city"": ""São Paulo"", ""state"": ""São Paulo"", ""ISO3166-2-lvl4"": ""BR-SP"", ""region"": ""Região Sudeste"", ""postcode"": ""03921-080"", ""country"": ""Brasil"", ""country_code"": ""br""}, ""boundingbox"": [""-23.5876041"", ""-23.5875041"", ""-46.5146216"", ""-46.5145216""]}"
37;HOSP MUN IGNACIO PROENCA DE GOUVEA;JUVENTUS, 562 - PARQUE DA MOOCA, SAO PAULO, SP;-23.5717374;-46.5901660;ok;nominatim;high;;200;;8874303;way;231104142;Hospital Municipal Doutor Ignácio Proença de Gouvêa, 562, Rua Juventus, Parque da Mooca, Mooca, São Paulo, Região Sudeste, 03124-070, Brasil;7.861829556720863e-05;;hospital;São Paulo;São Paulo;Brasil;JUVENTUS, 562 - PARQUE DA MOOCA, SAO PAULO, SP, São Paulo, SP, Brasil;"{""place_id"": 8874303, ""licence"": ""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"", ""osm_type"": ""way"", ""osm_id"": 231104142, ""lat"": ""-23.5717374"", ""lon"": ""-46.5901660"", ""category"": ""amenity"", ""type"": ""hospital"", ""place_rank"": 30, ""importance"": 7.861829556720863e-05, ""addresstype"": ""amenity"", ""name"": ""Hospital Municipal Doutor Ignácio Proença de Gouvêa"", ""display_name"": ""Hospital Municipal Doutor Ignácio Proença de Gouvêa, 562, Rua Juventus, Parque da Mooca, Mooca, São Paulo, Região Sudeste, 03124-070, Brasil"", ""address"": {""amenity"": ""Hospital Municipal Doutor Ignácio Proença de Gouvêa"", ""house_number"": ""562"", ""road"": ""Rua Juventus"", ""suburb"": ""Parque da Mooca"", ""city"": ""São Paulo"", ""state"": ""São Paulo"", ""ISO3166-2-lvl4"": ""BR-SP"", ""region"": ""Região Sudeste"", ""postcode"": ""03124-070"", ""country"": ""Brasil"", ""country_code"": ""br""}, ""boundingbox"": [""-23.5722462"", ""-23.5714608"", ""-46.5905701"", ""-46.5896856""]}"
38;HOSPITAL INFANTIL CANDIDO FONTOURA SAO PAULO;RUA SIQUEIRA BUENO, 1757 - AGUA RASA, SAO PAULO, SP;-23.5519180;-46.5852143;ok;nominatim;high;;200;;8874747;way;301324091;Hospital Infantil Cândido Fontoura, 1757, Rua Siqueira Bueno, Parque da Mooca, Água Rasa, São Paulo, Região Sudeste, 03173-010, Brasil;0.18554865524912875;;hospital;São Paulo;São Paulo;Brasil;HOSPITAL INFANTIL CANDIDO FONTOURA SAO PAULO, RUA SIQUEIRA BUENO, 1757 - AGUA RASA, SAO PAULO, SP, São Paulo, SP, Brasil;"{""place_id"": 8874747, ""licence"": ""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"", ""osm_type"": ""way"", ""osm_id"": 301324091, ""lat"": ""-23.5519180"", ""lon"": ""-46.5852143"", ""category"": ""amenity"", ""type"": ""hospital"", ""place_rank"": 30, ""importance"": 0.18554865524912875, ""addresstype"": ""amenity"", ""name"": ""Hospital Infantil Cândido Fontoura"", ""display_name"": ""Hospital Infantil Cândido Fontoura, 1757, Rua Siqueira Bueno, Parque da Mooca, Água Rasa, São Paulo, Região Sudeste, 03173-010, Brasil"", ""address"": {""amenity"": ""Hospital Infantil Cândido Fontoura"", ""house_number"": ""1757"", ""road"": ""Rua Siqueira Bueno"", ""suburb"": ""Parque da Mooca"", ""city"": ""São Paulo"", ""state"": ""São Paulo"", ""ISO3166-2-lvl4"": ""BR-SP"", ""region"": ""Região Sudeste"", ""postcode"": ""03173-010"", ""country"": ""Brasil"", ""country_code"": ""br""}, ""boundingbox"": [""-23.5526263"", ""-23.5512110"", ""-46.5859768"", ""-46.5844531""]}"
39;HOSPITAL DE TRANSP DO EST DE SP EURYCLIDES DE JESUS ZERBINI;AV BRIGADEIRO LUIZ ANTONIO, 2651 - JARDIM PAULISTA, SAO PAULO, SP;;;not_found;nominatim;not_found;Resposta 200 OK mas sem coordenadas;0;Nenhuma das queries retornou coordenadas válidas;;;;;;;;;;;;
40;HOSPITAL REGIONAL SUL SAO PAULO;RUA GENERAL ROBERTO ALVES DE CARVALHO FILHO, 270 - SANTO AMARO, SAO PAULO, SP;-23.6555597;-46.7058596;ok;nominatim;high;;200;;8967809;way;318404110;Hospital Regional Sul, 270, Rua General Roberto Alves de Carvalho Filho, Jardim Santo Amaro, Santo Amaro, São Paulo, Região Sudeste, 04751-000, Brasil;7.861829556720863e-05;;hospital;São Paulo;São Paulo;Brasil;HOSPITAL REGIONAL SUL SAO PAULO, RUA GENERAL ROBERTO ALVES DE CARVALHO FILHO, 270 - SANTO AMARO, SAO PAULO, SP, São Paulo, SP, Brasil;"{""place_id"": 8967809, ""licence"": ""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"", ""osm_type"": ""way"", ""osm_id"": 318404110, ""lat"": ""-23.6555597"", ""lon"": ""-46.7058596"", ""category"": ""amenity"", ""type"": ""hospital"", ""place_rank"": 30, ""importance"": 7.861829556720863e-05, ""addresstype"": ""amenity"", ""name"": ""Hospital Regional Sul"", ""display_name"": ""Hospital Regional Sul, 270, Rua General Roberto Alves de Carvalho Filho, Jardim Santo Amaro, Santo Amaro, São Paulo, Região Sudeste, 04751-000, Brasil"", ""address"": {""amenity"": ""Hospital Regional Sul"", ""house_number"": ""270"", ""road"": ""Rua General Roberto Alves de Carvalho Filho"", ""suburb"": ""Jardim Santo Amaro"", ""city_district"": ""Santo Amaro"", ""city"": ""São Paulo"", ""state"": ""São Paulo"", ""ISO3166-2-lvl4"": ""BR-SP"", ""region"": ""Região Sudeste"", ""postcode"": ""04751-000"", ""country"": ""Brasil"", ""country_code"": ""br""}, ""boundingbox"": [""-23.6557891"", ""-23.6550531"", ""-46.7061311"", ""-46.7056314""]}"
41;HOSPITAL VITAL BRAZIL SAO PAULO;AV VITAL BRAZIL, 1500 - BUTANTA, SAO PAULO, SP;-23.5651106;-46.7196825;ok;nominatim;high;;200;;8996650;way;245697727;Hospital Vital Brazil, Avenida Albert León C. Calmette / Jean C. Guérin, Caxingui, Butantã, São Paulo, Região Sudeste, 05508-065, Brasil;7.861829556720863e-05;;hospital;São Paulo;São Paulo;Brasil;HOSPITAL VITAL BRAZIL SAO PAULO, São Paulo, SP, Brasil;"{""place_id"": 8996650, ""licence"": ""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"", ""osm_type"": ""way"", ""osm_id"": 245697727, ""lat"": ""-23.5651106"", ""lon"": ""-46.7196825"", ""category"": ""building"", ""type"": ""hospital"", ""place_rank"": 30, ""importance"": 7.861829556720863e-05, ""addresstype"": ""building"", ""name"": ""Hospital Vital Brazil"", ""display_name"": ""Hospital Vital Brazil, Avenida Albert León C. Calmette / Jean C. Guérin, Caxingui, Butantã, São Paulo, Região Sudeste, 05508-065, Brasil"", ""address"": {""building"": ""Hospital Vital Brazil"", ""road"": ""Avenida Albert León C. Calmette / Jean C. Guérin"", ""suburb"": ""Caxingui"", ""city"": ""São Paulo"", ""state"": ""São Paulo"", ""ISO3166-2-lvl4"": ""BR-SP"", ""region"": ""Região Sudeste"", ""postcode"": ""05508-065"", ""country"": ""Brasil"", ""country_code"": ""br""}, ""boundingbox"": [""-23.5652421"", ""-23.5649791"", ""-46.7198355"", ""-46.7195295""]}"
42;HOSPITAL ESTADUAL DE SAPOPEMBA SAO PAULO;RUA MANOEL FRANCA DOS SANTOS, 174 - JARDIM SAPOPEMBA, SAO PAULO, SP;-23.6113360;-46.4936710;ok;nominatim;low;;200;;8703201;node;8089579892;Rua Manoel Franca Dos Santos, Rua Manuel França dos Santos, Jardim Sapopemba, Sapopemba, São Paulo, Região Sudeste, 03975-130, Brasil;7.861829556720863e-05;;bus_stop;São Paulo;São Paulo;Brasil;RUA MANOEL FRANCA DOS SANTOS, 174 - JARDIM SAPOPEMBA, SAO PAULO, SP, São Paulo, SP, Brasil;"{""place_id"": 8703201, ""licence"": ""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"", ""osm_type"": ""node"", ""osm_id"": 8089579892, ""lat"": ""-23.6113360"", ""lon"": ""-46.4936710"", ""category"": ""highway"", ""type"": ""bus_stop"", ""place_rank"": 30, ""importance"": 7.861829556720863e-05, ""addresstype"": ""highway"", ""name"": ""Rua Manoel Franca Dos Santos"", ""display_name"": ""Rua Manoel Franca Dos Santos, Rua Manuel França dos Santos, Jardim Sapopemba, Sapopemba, São Paulo, Região Sudeste, 03975-130, Brasil"", ""address"": {""highway"": ""Rua Manoel Franca Dos Santos"", ""road"": ""Rua Manuel França dos Santos"", ""suburb"": ""Jardim Sapopemba"", ""city"": ""São Paulo"", ""state"": ""São Paulo"", ""ISO3166-2-lvl4"": ""BR-SP"", ""region"": ""Região Sudeste"", ""postcode"": ""03975-130"", ""country"": ""Brasil"", ""country_code"": ""br""}, ""boundingbox"": [""-23.6113860"", ""-23.6112860"", ""-46.4937210"", ""-46.4936210""]}"
43;HOSPITAL GERAL DE VILA PENTEADO DR JOSE PANGELLA SAO PAULO;AV MINISTRO PETRONIO PORTELA, 1642 - JARDIM IRACEMA, SAO PAULO, SP;-23.4934229;-46.7008274;ok;nominatim;low;;200;;8546250;way;252383986;Avenida Ministro Petrônio Portela, Parque Monteiro Soares, Freguesia do Ó, São Paulo, Região Sudeste, 02802-120, Brasil;0.05341195162890055;;secondary;São Paulo;São Paulo;Brasil;AV MINISTRO PETRONIO PORTELA, 1642 - 02802120;"{""place_id"": 8546250, ""licence"": ""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"", ""osm_type"": ""way"", ""osm_id"": 252383986, ""lat"": ""-23.4934229"", ""lon"": ""-46.7008274"", ""category"": ""highway"", ""type"": ""secondary"", ""place_rank"": 26, ""importance"": 0.05341195162890055, ""addresstype"": ""road"", ""name"": ""Avenida Ministro Petrônio Portela"", ""display_name"": ""Avenida Ministro Petrônio Portela, Parque Monteiro Soares, Freguesia do Ó, São Paulo, Região Sudeste, 02802-120, Brasil"", ""address"": {""road"": ""Avenida Ministro Petrônio Portela"", ""suburb"": ""Parque Monteiro Soares"", ""city"": ""São Paulo"", ""state"": ""São Paulo"", ""ISO3166-2-lvl4"": ""BR-SP"", ""region"": ""Região Sudeste"", ""postcode"": ""02802-120"", ""country"": ""Brasil"", ""country_code"": ""br""}, ""boundingbox"": [""-23.4976541"", ""-23.4878538"", ""-46.7053552"", ""-46.6976236""]}"
44;HOSPITAL PSIQUIATRICO DE VILA MARIANA;RUA MAJOR MARAGLIANO, 241, 287 - VILA MARIANA, SAO PAULO, SP;-23.5875985;-46.6387604;ok;nominatim;low;;200;;8832854;way;427348541;Rua Major Maragliano, Vila Mariana, São Paulo, Região Sudeste, 04017-030, Brasil;0.05341195162890055;;residential;São Paulo;São Paulo;Brasil;RUA MAJOR MARAGLIANO, 241, 287 - VILA MARIANA, SAO PAULO, SP, São Paulo, SP, Brasil;"{""place_id"": 8832854, ""licence"": ""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"", ""osm_type"": ""way"", ""osm_id"": 427348541, ""lat"": ""-23.5875985"", ""lon"": ""-46.6387604"", ""category"": ""highway"", ""type"": ""residential"", ""place_rank"": 26, ""importance"": 0.05341195162890055, ""addresstype"": ""road"", ""name"": ""Rua Major Maragliano"", ""display_name"": ""Rua Major Maragliano, Vila Mariana, São Paulo, Região Sudeste, 04017-030, Brasil"", ""address"": {""road"": ""Rua Major Maragliano"", ""suburb"": ""Vila Mariana"", ""city_district"": ""Vila Mariana"", ""city"": ""São Paulo"", ""state"": ""São Paulo"", ""ISO3166-2-lvl4"": ""BR-SP"", ""region"": ""Região Sudeste"", ""postcode"": ""04017-030"", ""country"": ""Brasil"", ""country_code"": ""br""}, ""boundingbox"": [""-23.5892824"", ""-23.5858590"", ""-46.6393752"", ""-46.6382466""]}"
45;HOSPITAL GERAL DE VILA NOVA CACHOEIRINHA SAO PAULO;AV DEPUTADO EMILIO CARLOS, 3000 - VILA NOVA CACHOEIRIN, SAO PAULO, SP;-23.4897874;-46.6754035;ok;nominatim;low;;200;;8609822;way;129076165;Avenida Deputado Emílio Carlos, VIla Prado, Limão, São Paulo, Região Sudeste, 02720-200, Brasil;0.05341195162890055;;secondary;São Paulo;São Paulo;Brasil;AV DEPUTADO EMILIO CARLOS, 3000 - 02720200;"{""place_id"": 8609822, ""licence"": ""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"", ""osm_type"": ""way"", ""osm_id"": 129076165, ""lat"": ""-23.4897874"", ""lon"": ""-46.6754035"", ""category"": ""highway"", ""type"": ""secondary"", ""place_rank"": 26, ""importance"": 0.05341195162890055, ""addresstype"": ""road"", ""name"": ""Avenida Deputado Emílio Carlos"", ""display_name"": ""Avenida Deputado Emílio Carlos, VIla Prado, Limão, São Paulo, Região Sudeste, 02720-200, Brasil"", ""address"": {""road"": ""Avenida Deputado Emílio Carlos"", ""suburb"": ""VIla Prado"", ""city"": ""São Paulo"", ""state"": ""São Paulo"", ""ISO3166-2-lvl4"": ""BR-SP"", ""region"": ""Região Sudeste"", ""postcode"": ""02720-200"", ""country"": ""Brasil"", ""country_code"": ""br""}, ""boundingbox"": [""-23.4909650"", ""-23.4886884"", ""-46.6758748"", ""-46.6753794""]}"
46;HOSP DO SERV PUB MUNICIPAL HSPM;CASTRO ALVES, 60 - LIBERDADE, SAO PAULO, SP;-23.5673424;-46.6390710;ok;nominatim;high;;200;;8822077;way;1077056900;Hospital do Servidor Público Municipal, 60, Rua Castro Alves, Liberdade, São Paulo, Região Sudeste, 01532-000, Brasil;7.861829556720863e-05;;hospital;São Paulo;São Paulo;Brasil;CASTRO ALVES, 60 - LIBERDADE, SAO PAULO, SP, São Paulo, SP, Brasil;"{""place_id"": 8822077, ""licence"": ""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"", ""osm_type"": ""way"", ""osm_id"": 1077056900, ""lat"": ""-23.5673424"", ""lon"": ""-46.6390710"", ""category"": ""amenity"", ""type"": ""hospital"", ""place_rank"": 30, ""importance"": 7.861829556720863e-05, ""addresstype"": ""amenity"", ""name"": ""Hospital do Servidor Público Municipal"", ""display_name"": ""Hospital do Servidor Público Municipal, 60, Rua Castro Alves, Liberdade, São Paulo, Região Sudeste, 01532-000, Brasil"", ""address"": {""amenity"": ""Hospital do Servidor Público Municipal"", ""house_number"": ""60"", ""road"": ""Rua Castro Alves"", ""suburb"": ""Liberdade"", ""city_district"": ""Liberdade"", ""city"": ""São Paulo"", ""state"": ""São Paulo"", ""ISO3166-2-lvl4"": ""BR-SP"", ""region"": ""Região Sudeste"", ""postcode"": ""01532-000"", ""country"": ""Brasil"", ""country_code"": ""br""}, ""boundingbox"": [""-23.5681796"", ""-23.5664592"", ""-46.6397587"", ""-46.6382054""]}"
47;HOSP MUN FERNANDO MAURO PIRES DA ROCHA;ESTRADA DE ITAPECERICA, 1661, VILA MARACANA - CAMPO LIMPO, SAO PAULO, SP;-23.6490957;-46.7490028;ok;nominatim;high;;200;;9095366;way;318404108;Hospital Municipal Doutor Fernando Mauro Pires da Rocha, 1661, Estrada de Itapecerica, Jardim São Luís, São Paulo, Região Sudeste, 05835-005, Brasil;7.861829556720863e-05;;hospital;São Paulo;São Paulo;Brasil;ESTRADA DE ITAPECERICA, 1661 - 05835005;"{""place_id"": 9095366, ""licence"": ""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"", ""osm_type"": ""way"", ""osm_id"": 318404108, ""lat"": ""-23.6490957"", ""lon"": ""-46.7490028"", ""category"": ""amenity"", ""type"": ""hospital"", ""place_rank"": 30, ""importance"": 7.861829556720863e-05, ""addresstype"": ""amenity"", ""name"": ""Hospital Municipal Doutor Fernando Mauro Pires da Rocha"", ""display_name"": ""Hospital Municipal Doutor Fernando Mauro Pires da Rocha, 1661, Estrada de Itapecerica, Jardim São Luís, São Paulo, Região Sudeste, 05835-005, Brasil"", ""address"": {""amenity"": ""Hospital Municipal Doutor Fernando Mauro Pires da Rocha"", ""house_number"": ""1661"", ""road"": ""Estrada de Itapecerica"", ""suburb"": ""Jardim São Luís"", ""city"": ""São Paulo"", ""state"": ""São Paulo"", ""ISO3166-2-lvl4"": ""BR-SP"", ""region"": ""Região Sudeste"", ""postcode"": ""05835-005"", ""country"": ""Brasil"", ""country_code"": ""br""}, ""boundingbox"": [""-23.6494621"", ""-23.6480955"", ""-46.7496841"", ""-46.7477743""]}"
48;CENTRO HOSPITALAR DO SISTEMA PENITENCIARIO SAO PAULO;RUA DOM JOSE MAURICIO, 15 - CARANDIRU, SAO PAULO, SP;-23.5085713;-46.6201015;ok;nominatim;low;;200;;8816968;way;491005029;Centro Hospitalar do Sistema Penitênciário, 15, Rua Dom José Maurício, Carandiru, Santana, São Paulo, Região Sudeste, 02028-000, Brasil;7.861829556720863e-05;;prison;São Paulo;São Paulo;Brasil;RUA DOM JOSE MAURICIO, 15 - CARANDIRU, SAO PAULO, SP, São Paulo, SP, Brasil;"{""place_id"": 8816968, ""licence"": ""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"", ""osm_type"": ""way"", ""osm_id"": 491005029, ""lat"": ""-23.5085713"", ""lon"": ""-46.6201015"", ""category"": ""amenity"", ""type"": ""prison"", ""place_rank"": 30, ""importance"": 7.861829556720863e-05, ""addresstype"": ""amenity"", ""name"": ""Centro Hospitalar do Sistema Penitênciário"", ""display_name"": ""Centro Hospitalar do Sistema Penitênciário, 15, Rua Dom José Maurício, Carandiru, Santana, São Paulo, Região Sudeste, 02028-000, Brasil"", ""address"": {""amenity"": ""Centro Hospitalar do Sistema Penitênciário"", ""house_number"": ""15"", ""road"": ""Rua Dom José Maurício"", ""suburb"": ""Carandiru"", ""city_district"": ""Santana"", ""city"": ""São Paulo"", ""state"": ""São Paulo"", ""ISO3166-2-lvl4"": ""BR-SP"", ""region"": ""Região Sudeste"", ""postcode"": ""02028-000"", ""country"": ""Brasil"", ""country_code"": ""br""}, ""boundingbox"": [""-23.5092841"", ""-23.5078304"", ""-46.6210360"", ""-46.6191182""]}"
49;HOSP MUN VER JOSE STOROPOLLI;RUA FRANCISCO FANGANIELLO, 127 - PARQUE NOVO MUNDO, SAO PAULO, SP;-23.5220850;-46.5617446;ok;nominatim;low;;200;;8801369;node;5467328847;Rua Francisco Fanganiello, 127, Rua Francisco Fanganielo, Parque Novo Mundo, Vila Maria, São Paulo, Região Sudeste, 02181-160, Brasil;7.861829556720863e-05;;bus_stop;São Paulo;São Paulo;Brasil;RUA FRANCISCO FANGANIELLO, 127 - PARQUE NOVO MUNDO, SAO PAULO, SP, São Paulo, SP, Brasil;"{""place_id"": 8801369, ""licence"": ""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"", ""osm_type"": ""node"", ""osm_id"": 5467328847, ""lat"": ""-23.5220850"", ""lon"": ""-46.5617446"", ""category"": ""highway"", ""type"": ""bus_stop"", ""place_rank"": 30, ""importance"": 7.861829556720863e-05, ""addresstype"": ""highway"", ""name"": ""Rua Francisco Fanganiello, 127"", ""display_name"": ""Rua Francisco Fanganiello, 127, Rua Francisco Fanganielo, Parque Novo Mundo, Vila Maria, São Paulo, Região Sudeste, 02181-160, Brasil"", ""address"": {""highway"": ""Rua Francisco Fanganiello, 127"", ""road"": ""Rua Francisco Fanganielo"", ""suburb"": ""Parque Novo Mundo"", ""city"": ""São Paulo"", ""state"": ""São Paulo"", ""ISO3166-2-lvl4"": ""BR-SP"", ""region"": ""Região Sudeste"", ""postcode"": ""02181-160"", ""country"": ""Brasil"", ""country_code"": ""br""}, ""boundingbox"": [""-23.5221350"", ""-23.5220350"", ""-46.5617946"", ""-46.5616946""]}"
50;CENTRO MEDICO PMESP;AVENIDA NOVA CANTAREIRA, 3659 - TREMEMBE, SAO PAULO, SP;-23.4690239;-46.6188727;ok;nominatim;low;;200;;8634903;way;1416347692;Centro Médico PMESP, Avenida Nova Cantareira, Jardim Leonor Mendes de Barros, Tucuruvi, São Paulo, Região Sudeste, 02340-001, Brasil;7.861829556720863e-05;;police;São Paulo;São Paulo;Brasil;CENTRO MEDICO PMESP, AVENIDA NOVA CANTAREIRA, 3659 - TREMEMBE, SAO PAULO, SP, São Paulo, SP, Brasil;"{""place_id"": 8634903, ""licence"": ""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"", ""osm_type"": ""way"", ""osm_id"": 1416347692, ""lat"": ""-23.4690239"", ""lon"": ""-46.6188727"", ""category"": ""military"", ""type"": ""police"", ""place_rank"": 30, ""importance"": 7.861829556720863e-05, ""addresstype"": ""military"", ""name"": ""Centro Médico PMESP"", ""display_name"": ""Centro Médico PMESP, Avenida Nova Cantareira, Jardim Leonor Mendes de Barros, Tucuruvi, São Paulo, Região Sudeste, 02340-001, Brasil"", ""address"": {""military"": ""Centro Médico PMESP"", ""road"": ""Avenida Nova Cantareira"", ""suburb"": ""Jardim Leonor Mendes de Barros"", ""city_district"": ""Tucuruvi"", ""city"": ""São Paulo"", ""state"": ""São Paulo"", ""ISO3166-2-lvl4"": ""BR-SP"", ""region"": ""Região Sudeste"", ""postcode"": ""02340-001"", ""country"": ""Brasil"", ""country_code"": ""br""}, ""boundingbox"": [""-23.4712374"", ""-23.4668725"", ""-46.6209127"", ""-46.6175785""]}"
51;HOSP MUN CARMEN PRUDENTE;AVENIDA DOS METALURGICOS, 1797 - CIDADE TIRADENTES, SAO PAULO, SP;-23.5833632;-46.4092773;ok;nominatim;low;;200;;8798294;way;947003323;Avenida dos Metalúrgicos, Parque Santa Etelvina, Cidade Tiradentes, São Paulo, Região Sudeste, 08490-550, Brasil;0.05341195162890055;;secondary;São Paulo;São Paulo;Brasil;AVENIDA DOS METALURGICOS, 1797 - CIDADE TIRADENTES, SAO PAULO, SP, São Paulo, SP, Brasil;"{""place_id"": 8798294, ""licence"": ""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"", ""osm_type"": ""way"", ""osm_id"": 947003323, ""lat"": ""-23.5833632"", ""lon"": ""-46.4092773"", ""category"": ""highway"", ""type"": ""secondary"", ""place_rank"": 26, ""importance"": 0.05341195162890055, ""addresstype"": ""road"", ""name"": ""Avenida dos Metalúrgicos"", ""display_name"": ""Avenida dos Metalúrgicos, Parque Santa Etelvina, Cidade Tiradentes, São Paulo, Região Sudeste, 08490-550, Brasil"", ""address"": {""road"": ""Avenida dos Metalúrgicos"", ""quarter"": ""Parque Santa Etelvina"", ""suburb"": ""Cidade Tiradentes"", ""city"": ""São Paulo"", ""state"": ""São Paulo"", ""ISO3166-2-lvl4"": ""BR-SP"", ""region"": ""Região Sudeste"", ""postcode"": ""08490-550"", ""country"": ""Brasil"", ""country_code"": ""br""}, ""boundingbox"": [""-23.5837412"", ""-23.5830128"", ""-46.4095236"", ""-46.4090796""]}"
52;HOSPITAL LOCAL DE SAPOPEMBA;RUA IAMACARU, 45 - PARQUE SANTA MADALEN, SAO PAULO, SP;;;not_found;nominatim;not_found;Resposta 200 OK mas sem coordenadas;0;Nenhuma das queries retornou coordenadas válidas;;;;;;;;;;;;
53;INSTITUTO DE REABILITACAO LUCY MONTORO;RUA JANDIATUBA, 580 - VILA ANDRADE, SAO PAULO, SP;-23.6322694;-46.7351129;ok;nominatim;high;;200;;9091269;way;1416347427;Instituto de Reabilitação Lucy Montoro, Rua Jandiatuba, Comunidade Travinhas, Vila Andrade, São Paulo, Região Sudeste, 05724-003, Brasil;7.861829556720863e-05;;hospital;São Paulo;São Paulo;Brasil;INSTITUTO DE REABILITACAO LUCY MONTORO, RUA JANDIATUBA, 580 - VILA ANDRADE, SAO PAULO, SP, São Paulo, SP, Brasil;"{""place_id"": 9091269, ""licence"": ""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"", ""osm_type"": ""way"", ""osm_id"": 1416347427, ""lat"": ""-23.6322694"", ""lon"": ""-46.7351129"", ""category"": ""amenity"", ""type"": ""hospital"", ""place_rank"": 30, ""importance"": 7.861829556720863e-05, ""addresstype"": ""amenity"", ""name"": ""Instituto de Reabilitação Lucy Montoro"", ""display_name"": ""Instituto de Reabilitação Lucy Montoro, Rua Jandiatuba, Comunidade Travinhas, Vila Andrade, São Paulo, Região Sudeste, 05724-003, Brasil"", ""address"": {""amenity"": ""Instituto de Reabilitação Lucy Montoro"", ""road"": ""Rua Jandiatuba"", ""suburb"": ""Comunidade Travinhas"", ""city"": ""São Paulo"", ""state"": ""São Paulo"", ""ISO3166-2-lvl4"": ""BR-SP"", ""region"": ""Região Sudeste"", ""postcode"": ""05724-003"", ""country"": ""Brasil"", ""country_code"": ""br""}, ""boundingbox"": [""-23.6328341"", ""-23.6316644"", ""-46.7357592"", ""-46.7343931""]}"
54;HOSP MUN M BOI MIRIM;ESTRADA DO MBOI MIRIM, 5203 - JARDIM ANGELA, SAO PAULO, SP;;;not_found;nominatim;not_found;Resposta 200 OK mas sem coordenadas;0;Nenhuma das queries retornou coordenadas válidas;;;;;;;;;;;;
